"Fit parameters produced by simultaneous optimization of 4 psuedo-Voigt peaks over the Hap quadruplet. Io is the total integrated intensity, mu is the mean position (peak center), fg is the Gaussian component of the peak width, fl is the Lorentzian component of the peak width. See methods section ref  6 and Supplemental Text 1.4.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
reflection,'121','121','121','121','112','112','112','112','030','030','030','030','022','022','022','022'
variable,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
units,[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta]
pattern_ID,,,,,,,,,,,,,,,,
122,6133.812301,14.84744451,0.090746893,0.041310291,617.3517993,15.05847714,0.02337194,0.112766058,10308.60172,15.36079691,0.083520975,0.055944265,87.71786694,15.91403674,0.065987484,0.023371815
123,6768.646446,14.84788821,0.086616555,0.046710055,546.5208517,15.05727224,0.023371815,0.108531639,11111.45007,15.36101062,0.082825463,0.053171254,64.41727276,15.91221628,0.052195151,0.023371834
124,6885.683645,14.84687184,0.088980404,0.047712958,379.8786738,15.06473053,0.023372227,0.110452374,10224.23105,15.35937728,0.087009278,0.051577565,34.42101956,15.92885391,0.030132164,0.023371815
125,7585.365598,14.84642354,0.087595954,0.048780891,439.3045124,15.04484332,0.15,0.15,8042.110893,15.36162757,0.082139668,0.056909304,62.85268762,15.90916402,0.065671165,0.023371815
126,7594.944567,14.84706902,0.091814424,0.041629092,436.9234178,15.03635741,0.14999949,0.149685784,7073.875771,15.36257521,0.08942139,0.050238792,73.55649895,15.92415173,0.069160843,0.029373541
127,8096.975577,14.84882199,0.087869506,0.045644279,387.5453447,15.05459497,0.104820856,0.057629323,5347.471844,15.36340995,0.085391268,0.051900746,204.1364231,15.91377262,0.085819522,0.023371815
128,6767.881578,14.85263526,0.085182249,0.045979692,897.5916005,15.06212566,0.080618285,0.038378835,5607.240634,15.36073608,0.082804095,0.053046855,676.1032429,15.90921931,0.087776504,0.023371817
129,2830.445512,14.85143493,0.08693298,0.036789297,341.0956546,15.07576831,0.149996695,0.072304654,9239.619919,15.3595726,0.085545589,0.056509812,122.1727032,15.91414912,0.060824568,0.043169653
130,2085.028523,14.84707303,0.090871529,0.03668678,260.6791588,15.12636827,0.15,0.149999995,12378.49538,15.35949559,0.086797091,0.057934438,23.81800777,15.92042753,0.0293628,0.023371908
131,2505.147592,14.84671869,0.104849597,0.029836717,421.7893076,15.155,0.149999998,0.149999992,14389.32751,15.36424087,0.087700848,0.057299778,3.15389659,15.98699641,0.023429491,0.023373558
132,5270.505173,14.84527037,0.095780419,0.040183107,230.7549924,15.155,0.15,0.15,12210.23395,15.36289679,0.087086423,0.058127505,1.308240591,16.005,0.023374553,0.023371827
133,5883.128204,14.84582887,0.092657682,0.045844361,241.1765581,15.155,0.15,0.15,10406.29026,15.36400966,0.086023981,0.056960245,0.000100004,16.005,0.149997811,0.15
134,7019.007327,14.8445533,0.094831945,0.046794577,204.5534663,15.155,0.15,0.15,9560.414463,15.36420026,0.088361512,0.054679354,0.000100011,16.005,0.023371815,0.15
135,7718.470414,14.84371844,0.087603581,0.053643384,226.935571,15.155,0.15,0.15,8460.856184,15.36310016,0.086761179,0.055568805,0.000100001,16.005,0.15,0.15
136,8353.669204,14.8453392,0.083382097,0.056859225,232.3643895,15.155,0.15,0.15,7561.94207,15.36289212,0.085692884,0.055619454,15.49299683,15.90022091,0.026679485,0.023371818
137,7376.537411,14.84550738,0.088667484,0.051127796,263.2871063,15.11048804,0.15,0.15,6668.951045,15.36326298,0.087956291,0.056250096,16.3172831,15.92531583,0.023371815,0.023371815
138,7573.014139,14.84613153,0.082615769,0.052408204,349.0228047,15.04352459,0.15,0.15,6127.714348,15.36186914,0.083709938,0.058499368,55.1533631,15.93167497,0.070597469,0.02337182
139,8082.191243,14.84681531,0.085692367,0.051274014,436.1121561,15.05260862,0.062844916,0.077814191,5107.087942,15.36174959,0.0793817,0.064821011,181.1337915,15.90866525,0.081445977,0.023371842
140,8133.027334,14.84836373,0.082747887,0.051385996,559.6859496,15.05779935,0.066035303,0.074110188,4230.870936,15.36069968,0.086784914,0.053464484,284.5752385,15.91243185,0.080362914,0.023371823
141,7151.834743,14.85001515,0.087865883,0.047593104,822.056026,15.0648139,0.083728413,0.050528184,5076.253415,15.3583467,0.084071949,0.054752304,491.2235908,15.91439814,0.090220787,0.023371815
142,6000.135073,14.85085585,0.083097605,0.050983712,1101.1913,15.06769703,0.09974113,0.023371872,5932.160685,15.35845441,0.081477831,0.057876608,532.4100701,15.91997626,0.081050244,0.029447133
143,5782.291041,14.85131464,0.081809223,0.048076618,1766.301551,15.05864304,0.066413679,0.06017646,6387.253306,15.36032427,0.082085533,0.054739691,469.0166054,15.91772144,0.092698981,0.023371821
144,5507.394189,14.84921524,0.08669772,0.049312275,1014.306861,15.0636335,0.104582411,0.023371822,6252.223942,15.36067847,0.078531311,0.062324834,524.4238554,15.91309148,0.093905419,0.023371815
145,6246.271224,14.84723847,0.088218993,0.049305381,968.9924153,15.06605732,0.081468893,0.059901957,4872.979702,15.36008648,0.083522197,0.060597193,342.17245,15.9214036,0.099371404,0.023371906
146,5976.444702,14.84666585,0.089125751,0.04929011,1144.071875,15.0658458,0.077911734,0.052791691,5151.563098,15.36276089,0.075385083,0.064609844,564.5568627,15.91700703,0.08542687,0.03143061
147,5973.947386,14.85035351,0.080351837,0.049988014,1443.940342,15.06768186,0.065766073,0.066684768,5022.576502,15.35920793,0.086894105,0.052916494,557.7280004,15.91847692,0.082642236,0.023371816
148,6878.715581,14.84607322,0.084838016,0.032496227,1520.803745,15.06359057,0.034632034,0.097551437,5341.984395,15.36006994,0.088762079,0.050437155,570.8465673,15.91873063,0.061257137,0.057646782
149,3283.890492,14.85340071,0.085510117,0.042576264,274.584853,15.06442598,0.140213032,0.023371816,9640.474416,15.35357522,0.08350509,0.063765587,34.60613904,15.91365115,0.044498693,0.023371815
150,1365.399611,14.84958688,0.093830411,0.040612427,189.740257,15.09662967,0.149998335,0.050220761,9291.120393,15.35580678,0.084811172,0.067081049,0.005936992,15.96723666,0.032017416,0.031956365
151,1425.912432,14.84745535,0.103352252,0.033208127,190.449985,15.06692221,0.149996299,0.149999464,11637.57084,15.35941338,0.079467804,0.068422591,0.561064131,16.00404898,0.149990954,0.149999866
152,2429.617044,14.84668822,0.08984242,0.052428197,240.2342791,15.155,0.15,0.15,13079.68206,15.36143979,0.080031808,0.066101209,19.4088812,15.88448456,0.05070689,0.023371815
153,3745.4868,14.8449783,0.088041268,0.057018111,204.1033414,15.155,0.15,0.15,11081.97242,15.36195288,0.079205049,0.064967121,0.000100013,16.005,0.15,0.15
154,5782.042934,14.84238937,0.089242357,0.05465363,126.9707946,15.15499997,0.15,0.15,10005.54488,15.36524001,0.075444721,0.067447984,0.000100455,16.0049999,0.149999999,0.15
155,6207.099404,14.84389016,0.086270222,0.057294363,219.5447782,15.005,0.15,0.1006636,6417.924577,15.36379785,0.079377593,0.07104986,20.92224144,15.93277813,0.080601056,0.023371815
156,6364.502715,14.84428692,0.088115527,0.051924631,374.5075955,15.0112689,0.136262791,0.149999999,5378.363091,15.3640335,0.083326642,0.066135709,44.78570694,15.9174383,0.064916412,0.023371819
157,180.1314773,14.89229348,0.044742329,0.114914596,54.06319371,15.155,0.15,0.15,212.0760999,15.37482051,0.074686749,0.122040651,36.67215002,15.88694033,0.090876614,0.033995699
158,717.8127408,14.8711105,0.09741695,0.030397002,145.2353216,15.02851056,0.031899586,0.118972408,860.0789722,15.37434634,0.081158586,0.07362578,37.63394866,15.89008767,0.074649985,0.023371815
159,5741.372521,14.87368371,0.091958724,0.064692055,375.3408336,15.07609355,0.093392193,0.029473862,4239.65928,15.37701529,0.092020794,0.062711184,452.4203601,15.92651424,0.104828749,0.023371815
160,6297.379462,14.85638745,0.094063283,0.039899786,679.8909771,15.0640199,0.095102079,0.027788353,6094.918576,15.36467196,0.08440939,0.053511707,668.635573,15.91322707,0.092791941,0.023371815
161,6360.535582,14.85453158,0.091517304,0.038305847,412.5995845,15.04908338,0.095393956,0.0449744,8422.245867,15.36399237,0.081966643,0.05605655,167.5303104,15.9181208,0.074945808,0.023371815
162,5902.108813,14.85090961,0.092050969,0.039136816,266.9357537,15.155,0.15,0.15,11063.80491,15.36409717,0.086407117,0.053538767,0.0001,15.99348285,0.023371817,0.023372126
163,5415.299672,14.84855143,0.086541754,0.042819454,160.8703432,15.155,0.15,0.15,11999.76185,15.36591554,0.088573812,0.056649885,0.0001,15.88625845,0.084273479,0.110615764
164,4582.510386,14.84821487,0.094020762,0.037648521,266.8528458,15.155,0.15,0.15,12536.77381,15.36786903,0.08722517,0.059137829,0.000100009,16.005,0.023371815,0.15
165,3847.999114,14.84882163,0.088216507,0.043086761,297.030931,15.155,0.15,0.15,12633.84257,15.36697358,0.087534158,0.055889728,0.000100002,15.95973439,0.149994103,0.061578889
166,5250.538639,14.84925615,0.09141439,0.042023348,261.4315738,15.155,0.15,0.15,13268.84989,15.36453152,0.085856514,0.056028684,2.729251733,15.8972769,0.023372051,0.023371839
167,6700.528641,14.84782857,0.087136564,0.045932611,175.7613216,15.155,0.15,0.149999999,11950.07144,15.36289176,0.086399422,0.051678616,0.000124024,16.005,0.023371903,0.023371834
168,7269.475508,14.84938349,0.085286542,0.049646684,199.5766023,15.08114886,0.15,0.106445642,8201.595496,15.3627217,0.085129736,0.05430164,16.0519886,15.90420113,0.025243036,0.023371818
169,8417.643667,14.8487125,0.087197979,0.046122661,168.2410271,15.04996234,0.136134642,0.023371994,6415.341844,15.36008042,0.084135207,0.048656655,86.49021622,15.91700751,0.075070867,0.023371815
170,8023.579602,14.85054416,0.08349582,0.045915068,542.2729578,15.07210876,0.023371875,0.104763039,5841.435427,15.36229467,0.081600807,0.049206427,326.4382368,15.92614107,0.074950718,0.03556783
171,6227.197064,14.85601963,0.077201023,0.045548739,622.8675542,15.07142429,0.088998442,0.023371829,7759.081356,15.35919083,0.084188218,0.050506067,312.2306654,15.92455865,0.073004599,0.023371815
172,4469.814586,14.85100599,0.086887563,0.036697336,513.0119155,15.06355599,0.023371871,0.119894321,11995.53536,15.36002828,0.085670033,0.053761026,161.375022,15.92017939,0.068473814,0.023371815
173,5725.562675,14.84959291,0.090391074,0.038376156,505.5351183,15.06974628,0.023371888,0.14209254,11360.01896,15.36202862,0.089404564,0.048397585,32.56850499,15.92172938,0.027134286,0.023371815
174,6339.728268,14.84897343,0.089418438,0.044438298,337.4806904,15.06686222,0.083349961,0.106214007,10996.17702,15.36000758,0.084299281,0.054945382,26.48942853,15.93578703,0.036339016,0.023384393
175,7510.562808,14.84748454,0.089405137,0.045037481,472.9572354,15.05810878,0.15,0.15,9901.364769,15.36385156,0.086289294,0.051057472,4.331063826,15.86089889,0.023375581,0.023371868
176,7236.827096,14.84653206,0.089225953,0.048723786,297.0717031,15.03621009,0.092085668,0.149997813,8858.776331,15.3616598,0.082391517,0.055369075,21.45177292,15.90964445,0.049970582,0.023371944
177,7571.378452,14.84715731,0.091390495,0.044633084,283.5546676,15.04360735,0.091816276,0.149999505,7550.935528,15.36142084,0.083184708,0.053982009,37.86796492,15.92101488,0.049571545,0.024382916
178,8286.668345,14.84951961,0.0870067,0.049940858,198.4887319,15.04905424,0.124312237,0.024212655,6334.725226,15.36127465,0.082000944,0.059487011,88.57383226,15.90685508,0.08974659,0.023371815
179,7955.387379,14.85099584,0.090997664,0.043828506,552.3934289,15.06101512,0.116182253,0.041144139,4968.74921,15.36244095,0.087007294,0.049470411,317.1313202,15.91604272,0.0946433,0.023371821
180,6523.256672,14.85275647,0.084460595,0.045356109,1214.4155,15.06288259,0.088490181,0.03903134,5705.619488,15.36286976,0.08181717,0.05002411,665.8970634,15.91149219,0.087008822,0.023371823
181,2723.890713,14.85245521,0.089179284,0.030290885,403.1712728,15.06768804,0.15,0.031129314,8548.062077,15.36037466,0.084328368,0.056465758,158.7848048,15.9154157,0.068941872,0.023371819
182,1654.962157,14.85165466,0.101367082,0.02713134,415.8940574,15.155,0.15,0.15,13092.1453,15.36019186,0.087054441,0.053947891,14.91262254,15.92352111,0.023371821,0.023371815
183,2630.352259,14.84856121,0.104103206,0.025240284,438.6407395,15.155,0.15,0.15,13743.8144,15.36433443,0.087980907,0.057521513,11.15067044,15.92882721,0.023371848,0.023371818
184,4061.38756,14.84532606,0.092351209,0.043834076,339.6297305,15.155,0.15,0.149999999,14798.14698,15.36418693,0.081972464,0.05803141,0.00013687,16.00493173,0.101714272,0.14627068
185,5854.421194,14.8465013,0.094393754,0.044681461,253.4622362,15.155,0.15,0.15,10403.91368,15.36369058,0.086635278,0.057316148,0.0001,16.005,0.023371815,0.15
186,7481.980957,14.84543219,0.090879957,0.052458781,222.4473206,15.155,0.15,0.15,9729.029501,15.36437231,0.084924226,0.057129386,4.503485117,15.88917336,0.038967221,0.023371823
187,8190.709295,14.84383409,0.087564258,0.05332324,195.7329388,15.155,0.15,0.15,8621.47901,15.36409852,0.086565746,0.055638458,4.89810747,15.98818711,0.023371815,0.023371815
188,8041.906007,14.84509943,0.089000799,0.046469132,235.5218791,15.01058216,0.149999662,0.149943863,7886.719698,15.36226822,0.084988079,0.055196361,0.674276195,15.98889029,0.082252035,0.149939254
189,7559.160606,14.84611668,0.084432784,0.052977016,231.873349,15.11241277,0.15,0.15,6676.425948,15.36295258,0.091016928,0.053127551,16.91154035,15.91507262,0.023371815,0.023371815
190,7585.131246,14.84714178,0.084704828,0.051691926,250.1274725,15.03837504,0.038208427,0.149995244,6219.345597,15.36386665,0.081564452,0.062390587,10.04760651,15.95606293,0.128317981,0.144172691
191,7577.025753,14.84608531,0.089907728,0.044274566,404.4492652,15.05277584,0.056676588,0.149998785,5428.531533,15.36307349,0.08981048,0.047841255,109.0313645,15.90767826,0.081389157,0.02337218
192,8094.982858,14.84974299,0.085953471,0.048790957,513.0404857,15.05298451,0.062799112,0.081706004,4109.998661,15.36000848,0.088731906,0.049157269,258.0281717,15.9163056,0.076813209,0.023371815
193,6949.82201,14.85080858,0.087501418,0.044630154,1304.903199,15.065884,0.059776936,0.07465866,5245.226703,15.35841479,0.08569152,0.045723004,570.8951163,15.91529082,0.093790429,0.023371818
194,6014.053258,14.85139879,0.08611036,0.049498379,1845.443873,15.06521864,0.089144916,0.04136581,5685.957429,15.35841782,0.075658338,0.056201217,707.6878276,15.91407694,0.095180267,0.029527119
195,5424.089735,14.85414649,0.0884011,0.037928511,2473.747948,15.0626889,0.080175017,0.046173068,5678.468223,15.35849361,0.078176297,0.052900612,727.6802291,15.91587466,0.097010694,0.023371822
196,5221.353893,14.85246677,0.084612244,0.048125542,1815.210813,15.0638918,0.088337995,0.044560222,5039.547033,15.36024371,0.080090436,0.059084765,873.9695493,15.91750695,0.087905613,0.033786437
197,5427.475438,14.85182685,0.087328773,0.046274557,1982.603122,15.06652866,0.087764624,0.045354869,4094.736984,15.36026906,0.080337343,0.059627367,676.8295257,15.91744048,0.094430548,0.023371818
198,5589.602615,14.85187513,0.086260439,0.043990678,2349.974994,15.0653893,0.088300901,0.041706373,3715.52926,15.36020332,0.079159826,0.060327699,1088.260789,15.9180725,0.08078971,0.040965928
199,5235.243547,14.85249144,0.085939388,0.043150207,2834.531344,15.06434534,0.079839049,0.046872958,3692.744792,15.36074682,0.081697265,0.053639804,1264.042462,15.92101148,0.089243787,0.032108197
200,5768.017881,14.84835375,0.080378517,0.039531844,1895.093443,15.06495462,0.055507702,0.087325958,5575.000336,15.36160403,0.085676456,0.050305565,727.9689662,15.92055243,0.08925069,0.026443813
201,2770.136077,14.85031441,0.083408489,0.037382014,521.1204533,15.06121659,0.04533561,0.120942088,9201.229317,15.35606412,0.082760543,0.06208638,121.2020655,15.92155642,0.066043212,0.023371815
202,1362.758827,14.84841231,0.091090857,0.031954599,238.410417,15.08521959,0.15,0.081062948,9557.629275,15.35805081,0.084449116,0.062556703,18.12651468,15.91163369,0.027992129,0.023371815
203,1827.448186,14.8470033,0.097311403,0.035392605,309.0147591,15.155,0.15,0.15,12777.75875,15.35973888,0.082905871,0.062103142,0.000100002,15.94371037,0.037130357,0.037081314
204,3179.643889,14.8444844,0.100679899,0.039475515,304.249008,15.155,0.15,0.15,12952.93723,15.36168326,0.083269201,0.060637746,0.0001,15.855,0.023371815,0.15
205,5378.015528,14.84210352,0.090322325,0.048235883,212.0899377,15.08172033,0.149997915,0.149992424,11863.61268,15.36135778,0.07853118,0.064605243,4.947542402,15.87876052,0.130954515,0.149997909
206,6481.079535,14.8430334,0.093649735,0.049419199,255.6437558,15.12107337,0.15,0.15,9229.621312,15.36405708,0.081075482,0.063061528,0.0001,16.005,0.023383013,0.15
207,6933.237622,14.84425372,0.083438769,0.057963879,181.2892189,15.01928485,0.023371865,0.139092094,6596.29853,15.36282711,0.079146792,0.066473393,20.04345029,16.005,0.023371815,0.023371815
208,7610.506834,14.84635314,0.085116901,0.054070198,379.0470016,15.02889234,0.085811464,0.15,5523.877527,15.362334,0.080788042,0.063269943,35.70126293,15.9003497,0.038505647,0.023371821
209,112.3624014,14.87703714,0.079189155,0.023371815,31.71296581,15.03040291,0.15,0.15,237.2123576,15.36568449,0.023371815,0.108423538,51.43953239,15.95616121,0.15,0.094174337
210,813.9673698,14.87002018,0.089437142,0.046986651,110.3371421,15.10813359,0.078193857,0.149999338,1196.912846,15.37643076,0.086241039,0.070532478,51.62874847,15.90376533,0.135407412,0.023501708
211,5024.020758,14.86702143,0.099362672,0.042735156,483.5685426,15.06625754,0.079072508,0.132759275,5607.84773,15.37604667,0.092170052,0.056723796,214.6602547,15.93373404,0.08491296,0.023371815
212,6651.403273,14.858644,0.090813858,0.045155651,467.9680813,15.06569861,0.081840032,0.061714903,6842.957119,15.36591967,0.085459483,0.050291938,305.4465731,15.91965737,0.083275786,0.023371815
213,7657.836484,14.85448946,0.094053389,0.036972349,502.8253118,15.04325501,0.048967487,0.12628004,7623.504379,15.3658081,0.082476663,0.052020082,165.6476422,15.92550727,0.079432367,0.023371826
214,7475.452918,14.8559682,0.090915829,0.038407074,88.62697986,15.01502241,0.065925395,0.023371815,9976.936104,15.36276521,0.068533653,0.056209251,16.67878732,15.90913462,0.051920408,0.023371815
215,6760.159797,14.8507632,0.085607015,0.043779919,250.1199862,15.00500007,0.15,0.15,9258.773624,15.36449783,0.086673468,0.053826713,0.0001,15.9670779,0.023382296,0.117991925
216,4831.060364,14.84943624,0.092962495,0.038835082,205.5924965,15.155,0.15,0.15,10514.82464,15.36601428,0.084382393,0.05971513,17.36963314,15.91102919,0.027899064,0.023371815
217,3519.853291,14.85033624,0.093163403,0.03340347,329.0022516,15.155,0.15,0.15,12223.72531,15.36720783,0.086483516,0.054832844,0.000486153,15.9582265,0.109323625,0.134870368
218,3966.208978,14.85023664,0.087458681,0.042488636,311.8294062,15.155,0.15,0.15,12917.8211,15.3658043,0.086971291,0.053628048,10.69417832,15.9386172,0.023371994,0.023371815
219,5763.427907,14.84986309,0.08832898,0.04300309,222.5694886,15.155,0.15,0.135648992,12060.27133,15.36460507,0.082058809,0.055313127,21.2794486,15.92364443,0.025654129,0.023371815
220,7091.306757,14.84983041,0.089946676,0.044971188,211.5833671,15.06999132,0.14999675,0.149954251,7673.845202,15.36444646,0.082293301,0.059466497,6.275754772,15.96440488,0.12765783,0.149982905
221,8032.906492,14.85011135,0.087473601,0.042797389,307.8726218,15.04623695,0.035139458,0.132970874,6272.957894,15.36290975,0.083503114,0.051915809,65.24772634,15.92335402,0.04499409,0.023371815
222,7828.661922,14.8522962,0.084194585,0.039593452,824.7604024,15.07234023,0.056441182,0.063447036,5876.549205,15.36489769,0.084363513,0.045547786,345.7322563,15.9230034,0.08763075,0.025863539
223,3750.885633,14.85116505,0.077221538,0.043574678,421.0500304,15.06706028,0.023371844,0.14219282,9767.738909,15.36204683,0.086577722,0.050198527,121.9187304,15.91965396,0.092719349,0.023371815
224,4054.850467,14.85102884,0.083245393,0.045278671,477.1365534,15.155,0.15,0.15,12836.89452,15.36185113,0.088202345,0.049986856,25.95132728,15.91084438,0.034102452,0.023371818
225,5774.339555,14.84936254,0.093494484,0.040057008,305.7615604,15.11419003,0.149994047,0.1499541,11831.52027,15.36209261,0.082076925,0.053945433,2.985344253,15.93903946,0.122636294,0.149985135
226,6981.475593,14.84718763,0.092108495,0.040901265,473.4765066,15.02142893,0.15,0.15,10146.31424,15.36083524,0.084733477,0.055900376,3.08402474,15.91347882,0.023708592,0.023379285
227,7761.168772,14.84634715,0.090646401,0.044733447,323.6547579,15.01808913,0.14999541,0.149974501,7982.680209,15.36314868,0.080834038,0.056009611,3.264074905,15.92572727,0.124765375,0.146743801
228,7768.012185,14.84733514,0.086486754,0.050255273,239.7192088,15.070861,0.149999992,0.149998426,7475.143325,15.36226891,0.082000252,0.054000207,26.31012989,15.9174083,0.045611154,0.029959056
229,7909.862603,14.84926697,0.091204733,0.044547037,202.3269247,15.03310177,0.068054084,0.07025688,7504.079797,15.35878444,0.068068635,0.056477534,73.44184428,15.91946018,0.075985779,0.023371815
230,8699.179376,14.84972503,0.084660291,0.051304924,375.537792,15.03846896,0.031844502,0.14999977,5240.624092,15.36070529,0.085853996,0.053081037,141.8076646,15.90214155,0.074738343,0.02337344
231,7734.049219,14.85178232,0.085406323,0.048853845,829.5337144,15.06525266,0.070429286,0.077399317,5093.309277,15.36169487,0.090542773,0.044841895,506.2854138,15.91729458,0.094449573,0.023371846
232,6520.478614,14.85231448,0.083296882,0.047917829,1525.936954,15.06716033,0.068953769,0.057984082,6155.733605,15.36118151,0.084956707,0.047506837,714.6090601,15.91545795,0.086263983,0.023371821
233,2689.069601,14.85281831,0.084281371,0.038870757,488.3527157,15.07197235,0.023371912,0.13697514,10273.18583,15.36155447,0.084823008,0.056687825,152.8145559,15.92111581,0.058907374,0.023371815
234,1890.486465,14.85266859,0.090486134,0.03637546,368.3453362,15.10729012,0.15,0.125499325,12400.22984,15.36200016,0.084036356,0.057487426,64.2701366,15.91403029,0.053890656,0.023371817
235,2652.784989,14.8464956,0.100420651,0.03438365,479.5904403,15.155,0.15,0.15,13894.7813,15.36568753,0.088153232,0.055976767,31.08662011,15.91249321,0.047300743,0.023371845
236,3859.265419,14.84583463,0.096727194,0.041081979,283.3529063,15.155,0.149999999,0.106591623,13505.64444,15.36402679,0.084249702,0.058157821,4.166870384,15.98678211,0.023371826,0.02337232
237,5261.32822,14.84704783,0.090459977,0.047975273,289.9708119,15.155,0.15,0.15,11166.1013,15.36458119,0.087236893,0.05616854,10.44598249,16.005,0.15,0.023372544
238,6934.495665,14.84549823,0.091439536,0.04997714,238.9359182,15.02457927,0.15,0.15,10211.58812,15.36479615,0.082666873,0.059892582,0.0001,15.85561974,0.14949166,0.15
239,7957.436864,14.84396076,0.089192558,0.05046321,215.0293423,15.06337417,0.15,0.15,9508.141587,15.36649611,0.085233426,0.057163297,5.107104527,15.90255759,0.023371815,0.023371815
240,9094.352854,14.84226387,0.079746333,0.048859492,394.7187018,15.00500068,0.15,0.15,8313.039606,15.36468968,0.084685178,0.057017898,7.973257409,15.89178309,0.068039692,0.023375836
241,7667.97955,14.84690689,0.089456821,0.047318591,342.5587189,15.05724384,0.15,0.15,7047.036652,15.36266657,0.090846691,0.050660754,12.25503456,15.91887577,0.023371815,0.023371815
242,7520.981839,14.84767895,0.088609694,0.047595267,399.3266299,15.04951932,0.091774443,0.149993549,6181.332698,15.36231631,0.08783381,0.053786214,3.366813853,15.92433577,0.118272567,0.148214886
243,7594.44751,14.84968585,0.085482802,0.047964322,375.9988202,15.04962408,0.023371862,0.125396925,5321.262369,15.36163559,0.089085343,0.04936238,75.39614299,15.91762685,0.075783211,0.023371815
244,7494.34063,14.85192341,0.079420199,0.056228675,592.9940927,15.06231344,0.056465881,0.05442404,4841.316945,15.36019419,0.079089031,0.059472275,321.7354034,15.9152858,0.087502217,0.033352174
245,6187.925049,14.85213629,0.085974702,0.042851437,1236.75167,15.0631498,0.074509569,0.06628368,6107.991254,15.35899157,0.080494305,0.049696483,656.6879643,15.90774583,0.08741839,0.031637986
246,5621.490172,14.85522418,0.08291395,0.048971928,1399.991226,15.06718893,0.094943192,0.028406704,8099.775069,15.35507139,0.071585311,0.050613782,504.1728343,15.91510584,0.094126507,0.023371815
247,5274.973901,14.85733649,0.086289346,0.03985078,1447.309082,15.06167869,0.090197807,0.03687824,6779.857878,15.35589523,0.086624971,0.049648438,385.1898378,15.92098278,0.086503955,0.023371885
248,5262.026848,14.85379599,0.085503288,0.044120961,1855.573958,15.06141688,0.068342271,0.065061821,5486.406645,15.36003,0.084032363,0.052945808,594.3772217,15.91814248,0.090807908,0.023371817
249,5420.127652,14.85417616,0.081919352,0.046958089,2241.282187,15.06079247,0.074244298,0.060962853,4296.808123,15.36010737,0.085988444,0.050546077,769.6933126,15.91674142,0.0929964,0.023371816
250,5981.913955,14.85265483,0.083535067,0.045495157,2631.467362,15.06176386,0.071725503,0.058328231,3532.042943,15.3605131,0.082499738,0.050773381,1097.81787,15.91643225,0.085602868,0.036391903
251,5301.820696,14.85421466,0.090295877,0.037259016,2670.915944,15.06319488,0.086788131,0.041063622,3691.952649,15.36169773,0.075030775,0.059565534,1163.608277,15.91817655,0.076038404,0.043972543
252,5275.341483,14.85120623,0.085401633,0.038663818,1896.633978,15.06522513,0.079828468,0.052131505,4664.579753,15.36101545,0.079712411,0.053344293,913.3162244,15.91401285,0.087114525,0.029715353
253,3056.656725,14.85008367,0.093217708,0.02856218,709.785691,15.06221259,0.023371922,0.128755806,8113.498463,15.35921454,0.085136066,0.057761863,226.0711638,15.91317384,0.088219286,0.023371815
254,1763.493445,14.84907762,0.09081798,0.03450254,336.8172964,15.09870747,0.15,0.149725184,12016.23826,15.36205238,0.080511576,0.061428439,31.77912268,15.90701518,0.069020568,0.023398169
255,2092.026347,14.84632763,0.09149656,0.037175726,295.4580614,15.155,0.15,0.15,13290.70285,15.36100103,0.082879246,0.061802268,0.0001,15.90588016,0.149999173,0.15
256,3776.687588,14.84198946,0.089410751,0.050441516,139.1816498,15.15499995,0.15,0.149999997,12526.52246,15.3614469,0.079435212,0.065226612,0.000100452,15.95616002,0.051914553,0.052007565
257,5651.23235,14.8434583,0.089485942,0.05126894,204.6191031,15.0369161,0.15,0.15,10935.81674,15.36282459,0.08112787,0.062514515,0.0001,15.85546856,0.14963517,0.15
258,6826.580999,14.8436465,0.088416024,0.053463001,133.4673138,15.06484642,0.149999971,0.149931053,8880.976538,15.36339282,0.078488264,0.066117831,1.589395329,15.90727331,0.047786317,0.060914181
259,6790.731006,14.84555646,0.088895267,0.049100629,209.0506289,15.0093881,0.023372865,0.122084154,6759.486813,15.36288364,0.081637963,0.063788553,53.05855448,15.91259623,0.070663296,0.023371815
260,7622.814153,14.84719134,0.090311711,0.045814628,278.2383205,15.03642672,0.101257274,0.077269517,4835.205002,15.35803857,0.089880332,0.052561434,76.80422338,15.91894419,0.050716459,0.023371815
261,118.1206326,14.87042587,0.042346154,0.068809222,6.801746526,15.005,0.048686186,0.023371815,243.8575203,15.36963619,0.073914324,0.086473539,27.96172796,15.90909452,0.15,0.035169295
262,842.5881028,14.86322205,0.080213255,0.060892229,52.71302815,15.155,0.15,0.15,1601.454039,15.37685256,0.086073432,0.064487787,0.000100002,16.005,0.083852248,0.141432491
263,3984.099266,14.86509144,0.094555357,0.056104429,233.4270648,15.15409992,0.149999943,0.149875303,7679.798602,15.37460139,0.096022998,0.060144368,30.40062421,15.93684315,0.11071645,0.124194667
