"Fit parameters produced by simultaneous optimization of 4 psuedo-Voigt peaks over the Hap quadruplet. Io is the total integrated intensity, mu is the mean position (peak center), fg is the Gaussian component of the peak width, fl is the Lorentzian component of the peak width. See methods section ref  6 and Supplemental Text 1.4.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
reflection,'121','121','121','121','112','112','112','112','030','030','030','030','022','022','022','022'
variable,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
units,[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta],[2theta*a.u.],[2theta],[2theta],[2theta]
pattern_ID,,,,,,,,,,,,,,,,
406,7129.286368,14.84780471,0.091117885,0.043333797,508.8846732,15.05561432,0.02337186,0.137453726,5931.222428,15.36514471,0.08571014,0.051306674,88.35473623,15.91644858,0.056433163,0.023371815
407,6899.643108,14.8489261,0.082436405,0.054602751,431.6857876,15.0708844,0.109481489,0.023371823,5067.178508,15.36015736,0.082885068,0.057486253,224.2489792,15.92328692,0.086126776,0.023371815
408,6876.256136,14.84996669,0.089208147,0.039994995,1001.224264,15.06259306,0.051353,0.094386249,4574.668125,15.36246875,0.088629695,0.04481144,308.5435416,15.91762612,0.075462415,0.023371817
409,5682.97801,14.84859468,0.088556742,0.034954611,893.3528552,15.06320432,0.023371831,0.114047802,6266.816512,15.36232517,0.086195414,0.048955928,266.8695403,15.91520139,0.086017585,0.023371815
410,2748.482459,14.85306386,0.088243565,0.037964993,250.9614097,15.13673625,0.13010232,0.149967607,11645.69137,15.36171166,0.085143814,0.056615738,1.432961227,15.97224964,0.033614458,0.047422004
411,2447.86729,14.84814749,0.091917949,0.03677976,392.6747313,15.155,0.15,0.15,14330.59537,15.364213,0.085167156,0.058105747,0.000142519,15.96570653,0.029411394,0.029415615
412,2796.566526,14.84648469,0.102591531,0.027760872,311.8900752,15.10493885,0.15,0.15,13338.8109,15.36339402,0.0830342,0.062363373,9.190827432,15.89084441,0.027645981,0.023371815
413,5662.120292,14.8472326,0.084625902,0.053718947,265.5922065,15.155,0.15,0.15,10796.13318,15.36490266,0.081457552,0.059578892,0.001146483,15.85818073,0.023372145,0.023372014
414,6973.109049,14.8469994,0.086373321,0.052979637,235.5973159,15.155,0.15,0.15,8091.144934,15.36281276,0.087561691,0.051314048,0.0001,15.89249587,0.055028354,0.15
415,7224.657679,14.84832165,0.089320966,0.046950664,356.2865118,15.01985754,0.149995395,0.146187447,5759.839662,15.36166103,0.085274317,0.057964652,26.70531776,15.92320536,0.12263086,0.13991671
416,8200.601285,14.84958966,0.090772193,0.048670898,492.6656032,15.0483839,0.056298316,0.116637873,4172.79978,15.36041631,0.091171375,0.054679469,185.849445,15.91298569,0.079426555,0.023371815
417,117.9268815,14.872446,0.101509282,0.023371815,36.13757309,15.005,0.023373752,0.066134819,619.5513581,15.36428896,0.066030033,0.098845724,52.27102484,15.93230504,0.023371815,0.134912455
418,858.6803063,14.86216763,0.070246989,0.072518545,108.7765265,15.05992412,0.089021068,0.149999869,2903.509899,15.36616996,0.081658055,0.069613857,22.02671286,16.005,0.112632768,0.023371876
419,2118.779841,14.8566596,0.096954618,0.031335367,351.0723231,15.155,0.149999996,0.138533077,11833.13314,15.36807236,0.093128778,0.053226084,0.003688496,15.91450766,0.038976506,0.023771862
420,2749.190514,14.85642603,0.091573566,0.032877838,217.7840842,15.155,0.149999722,0.140927851,11474.85444,15.36205626,0.092455788,0.048826811,0.000101085,15.95095694,0.023560376,0.027713323
421,4352.371411,14.85443609,0.092530452,0.035386795,391.6611002,15.155,0.15,0.15,11357.96367,15.36581484,0.090765762,0.0497942,0.00010006,16.005,0.023371868,0.023371867
422,6720.339401,14.85154914,0.085430637,0.043265556,226.0577492,15.155,0.15,0.15,8503.208969,15.36474021,0.087250719,0.051584005,4.95017491,15.92278377,0.02337256,0.02337182
423,8086.359166,14.8523259,0.087481588,0.04284791,277.1061072,15.005,0.149999996,0.140534148,6662.592541,15.36482172,0.085104196,0.053527248,45.36267019,15.91043948,0.049336244,0.023371995
424,8639.668465,14.85431127,0.087224747,0.046437298,187.5142122,15.05516827,0.126837651,0.023372495,5960.576171,15.36384859,0.078150949,0.061520852,171.0971137,15.91699193,0.084480093,0.023371962
425,7842.262846,14.85522538,0.088024485,0.043162867,324.7752615,15.05189973,0.077315116,0.057179209,6822.474221,15.36334626,0.082001656,0.049685743,234.4614255,15.91046902,0.080840054,0.023371815
426,6500.974323,14.85619953,0.088118857,0.04115796,478.4338573,15.04599189,0.023371828,0.129302073,6984.2828,15.36157596,0.083489817,0.051937749,524.7356675,15.903582,0.089924484,0.023371816
427,7014.557542,14.85577842,0.084016872,0.042381063,509.2092373,15.05457067,0.023372109,0.128867213,6959.037926,15.3630495,0.080447157,0.0498041,356.4402119,15.91673939,0.088758872,0.023371815
428,7393.233533,14.85500427,0.0811082,0.051017672,468.9563038,15.06050125,0.023371815,0.136113904,6325.008828,15.36494637,0.082104297,0.051125626,464.312753,15.91290504,0.099561983,0.023371819
429,7845.44773,14.85689311,0.084140392,0.050230886,450.0066947,15.0583676,0.065444528,0.080347153,5602.832399,15.36418982,0.080918818,0.048802918,357.6314008,15.91762744,0.084371236,0.023371815
430,6946.984708,14.85586875,0.085048315,0.043350538,417.4481257,15.05912,0.023371941,0.112814987,6241.783283,15.36512004,0.083606233,0.045417514,236.6977284,15.91877224,0.078970146,0.023371815
431,4470.572665,14.85155922,0.084553083,0.037661503,324.1314458,15.08600526,0.15,0.15,10872.87103,15.36122759,0.085716604,0.049371134,48.73048019,15.91768526,0.054307736,0.023371842
432,3726.216027,14.85118982,0.094404313,0.033965874,260.9411839,15.155,0.15,0.15,12735.58615,15.36527108,0.084571553,0.053920958,0.00010076,15.95915919,0.05143522,0.15
433,6241.018333,14.85163003,0.090971857,0.04541496,165.812483,15.08268802,0.15,0.15,10668.75865,15.36295663,0.078418049,0.057399738,5.303204731,15.88688238,0.051768678,0.023374601
434,7252.630691,14.85057845,0.087708684,0.050646336,206.5665314,15.155,0.15,0.15,9113.654586,15.36550073,0.085870539,0.051242992,12.59205406,15.92597062,0.023371816,0.023371815
435,7084.581609,14.85073877,0.090970703,0.044847848,123.9201155,15.03059835,0.118661263,0.023371815,8372.731196,15.36167557,0.081498706,0.053783822,9.8153713,15.93343413,0.023372214,0.023371815
436,7464.222292,14.85043975,0.087309483,0.048837569,253.0245118,15.05257868,0.15,0.15,5943.342936,15.36587155,0.085810281,0.052821791,34.78585011,15.90636266,0.056192344,0.023371829
437,8215.149745,14.85353091,0.089272839,0.047551152,324.3095874,15.04007376,0.023371973,0.132498602,5078.781161,15.3641832,0.082726595,0.05483995,146.056396,15.92112598,0.073680308,0.023371815
438,7997.920419,14.8549616,0.085795043,0.049546826,470.189421,15.06709178,0.121500502,0.028872909,4468.945972,15.36357799,0.085021575,0.052869902,405.9751828,15.92102448,0.093919754,0.023371815
439,7401.957137,14.85475458,0.086241952,0.04641538,1269.743391,15.0690519,0.081214582,0.054758707,4178.852107,15.36235977,0.080977142,0.056083461,613.4744817,15.9187795,0.095767332,0.023537466
440,6740.557827,14.85637302,0.086168588,0.048813001,1324.805386,15.06918919,0.094415117,0.033287855,4172.381609,15.36347287,0.077778077,0.055816052,837.8281085,15.91792436,0.086124818,0.036069357
441,6239.886721,14.85771717,0.083145737,0.052669332,1299.371741,15.07063436,0.087753136,0.037669697,5385.760047,15.36041068,0.079162349,0.054138984,833.952521,15.91856561,0.093464293,0.023371815
442,5815.260881,14.85734521,0.090594941,0.038927245,1574.51417,15.06785796,0.075210272,0.067377266,5939.349406,15.36083121,0.078990638,0.052555073,863.5368884,15.91913374,0.095013002,0.023371827
443,5380.137049,14.85837105,0.089226522,0.039644971,1816.842602,15.07409662,0.067176576,0.075991771,5948.873884,15.36428353,0.083732603,0.049696287,691.3190677,15.92439692,0.089055379,0.023371821
444,5618.030274,14.85841011,0.085040142,0.049222798,1569.397213,15.07443168,0.060454058,0.080735668,6422.36305,15.36467855,0.086454087,0.052281626,666.9466102,15.92374294,0.10438231,0.023371816
445,5511.999361,14.85729806,0.087332896,0.046355876,1149.102848,15.07235743,0.023371816,0.1252119,6931.412604,15.36649802,0.087356197,0.049007995,552.1061533,15.92079984,0.092308638,0.023371815
446,6697.815719,14.85790364,0.087607869,0.045952579,689.7002148,15.07205213,0.069342661,0.071443979,7550.077715,15.36563374,0.083737364,0.053851266,337.5989303,15.9236404,0.090207703,0.023371826
447,6147.496021,14.85238498,0.093603027,0.035439112,793.0280223,15.0585376,0.023372365,0.129132549,7561.35953,15.36593603,0.088749401,0.050085691,202.8514952,15.91570403,0.075028642,0.023371815
448,5732.285507,14.85150215,0.08825471,0.042389695,843.0200035,15.0647661,0.023372029,0.122381227,7138.516138,15.36115924,0.087538354,0.049191858,239.1921854,15.92133175,0.076737779,0.023371815
449,6912.208277,14.85370058,0.093490694,0.034706799,1314.356083,15.06077629,0.058313195,0.076828691,5894.338696,15.36560461,0.086989829,0.047115602,358.7258607,15.92409463,0.087430656,0.023371825
450,6661.74896,14.85211663,0.087392411,0.043270898,1493.953078,15.06329558,0.082528733,0.030545566,4720.483264,15.36348018,0.084185411,0.050997558,772.2580181,15.9227517,0.075445185,0.037961721
451,3393.132913,14.85200078,0.087378528,0.036025662,548.200621,15.06465025,0.094512882,0.023371853,9868.862352,15.35376767,0.086784862,0.046781017,230.6242237,15.91077022,0.080872408,0.023371815
452,1939.740851,14.85234373,0.08375084,0.041587828,380.6654593,15.11701667,0.149965704,0.14983074,10099.8412,15.36163517,0.091423443,0.050737674,31.76340874,15.93970256,0.060417206,0.061040594
453,2081.441195,14.85038646,0.094872021,0.029048205,308.8641092,15.10287536,0.149999988,0.149674296,13000.58067,15.36140173,0.085814127,0.0557223,0.000315595,15.98762413,0.042230264,0.149999998
454,3151.21844,14.85066089,0.097562979,0.032823811,312.9881183,15.13037273,0.15,0.15,11880.2006,15.36259567,0.086407461,0.054140067,0.0001,15.85502497,0.149978718,0.15
455,5252.593751,14.8464815,0.097013775,0.040128293,305.219836,15.07830672,0.15,0.139250044,10287.82952,15.36473535,0.083963244,0.054836213,7.543743046,15.92986723,0.023371983,0.023371815
456,6866.45695,14.84777192,0.09071229,0.044345473,161.4237898,15.04379571,0.139804541,0.0233742,8390.767882,15.36433004,0.077821259,0.057927072,17.61442094,15.90050021,0.045846185,0.023371815
457,6980.238208,14.84882921,0.094170808,0.041711901,241.5222581,15.05690123,0.149999971,0.036871457,6309.133421,15.36378116,0.085821083,0.053902837,26.89861007,15.92131483,0.047511455,0.023371819
458,7031.740653,14.84948732,0.090812282,0.045970508,411.5835158,15.06749323,0.023372016,0.144636323,5202.081779,15.36235645,0.08780513,0.048621378,57.41591585,15.92377824,0.07147094,0.023371815
459,7149.254555,14.85169648,0.086401946,0.050080852,369.4868082,15.06521536,0.07694339,0.054212265,4612.744897,15.3614514,0.081622959,0.057381179,183.4155701,15.92713504,0.080346628,0.023371816
460,6525.880595,14.85141708,0.085105668,0.045345955,787.6723724,15.06790951,0.032191112,0.105677613,4584.102463,15.36169179,0.088212212,0.046554635,328.1868039,15.91813357,0.091710038,0.023371815
461,4844.897405,14.85079868,0.087773288,0.037199898,672.1179369,15.07063202,0.023371846,0.120560395,6429.98656,15.36144411,0.078680514,0.056913602,307.054018,15.91690538,0.087621146,0.032712829
462,2245.028794,14.85368323,0.092763437,0.026163899,329.8687401,15.07161238,0.15,0.110361081,11537.85772,15.35914609,0.085232828,0.058039568,22.15167122,15.92263512,0.058235744,0.023371815
463,2286.717823,14.85091507,0.091170768,0.038054634,335.9476233,15.1249699,0.15,0.15,12853.95038,15.3634125,0.086097826,0.058449284,0.0001,16.00499894,0.14998858,0.15
464,3346.559592,14.84889303,0.09212369,0.04416778,333.4048948,15.12848169,0.15,0.15,12915.14435,15.36459212,0.083748737,0.05886725,0.0001,16.00494302,0.023371815,0.023371815
465,5636.745203,14.84811518,0.091164608,0.044045956,257.4470482,15.07299253,0.149999969,0.148879025,9907.724423,15.36373753,0.084039459,0.059204067,0.18664935,15.88943118,0.039843023,0.149999836
466,6690.929822,14.84830991,0.089458321,0.048013444,320.4560967,15.03249859,0.149989683,0.149664624,7160.950094,15.36276442,0.087791973,0.055193591,3.430646484,15.8959174,0.124395404,0.149521115
467,7443.08618,14.84755377,0.087905385,0.048387367,450.64362,15.05405913,0.119174713,0.149995566,5241.361258,15.36384268,0.085310628,0.060358082,88.75209238,15.90269414,0.092471568,0.041944172
468,8382.341381,14.85130498,0.084547319,0.055965301,354.2518685,15.06410592,0.11419116,0.023371873,3937.214619,15.35882317,0.086053075,0.062145022,208.2804992,15.91767569,0.088322436,0.023371815
469,198.6738976,14.86455756,0.087072486,0.04139309,59.6164845,15.10104936,0.15,0.15,696.8436478,15.36577191,0.075784313,0.073223786,47.45993086,16.005,0.15,0.15
470,1315.901326,14.86029565,0.058429905,0.087910544,95.93244401,15.07874425,0.023371896,0.136283235,3788.940651,15.36553581,0.074051557,0.082838258,34.58415845,16.005,0.15,0.15
471,2505.114735,14.85993373,0.097106619,0.033239273,300.1607795,15.155,0.15,0.15,12072.61403,15.36512467,0.093014551,0.049761851,0.000244312,15.85796965,0.023371835,0.057719397
472,3480.985916,14.85622191,0.083163481,0.046235781,185.4114934,15.155,0.15,0.149999975,11440.34847,15.36172335,0.086048446,0.054400385,4.558694337,15.96176154,0.045922118,0.023372277
473,5708.215051,14.85216575,0.088147524,0.042503415,221.0930459,15.155,0.15,0.15,9645.434898,15.36535819,0.088899214,0.053122777,0.0001,16.005,0.149999499,0.15
474,6649.331016,14.85119216,0.086581474,0.046622546,192.2588114,15.06418281,0.15,0.15,7684.340419,15.36432354,0.083695168,0.054929032,39.98402456,15.92182951,0.086411988,0.023371815
475,6858.528624,14.85326114,0.088576611,0.043033765,223.3408196,15.04805664,0.120258254,0.149999159,5783.464364,15.36426418,0.089384687,0.04864847,71.46065216,15.91289787,0.068957648,0.02648369
476,6956.827223,14.85594871,0.083368198,0.046628006,197.9826044,15.05325428,0.106904205,0.037070689,7401.921609,15.36014771,0.080839886,0.050585525,158.3951512,15.91267664,0.068933236,0.023371815
477,6270.726125,14.85660011,0.086507297,0.042659911,478.6345897,15.05578238,0.037528905,0.055955227,9781.287693,15.36247753,0.0769136,0.050024216,189.8765186,15.91593804,0.070932222,0.02337182
478,5128.858011,14.85368417,0.083569865,0.041007759,434.2689632,15.08785186,0.149998686,0.149987112,9249.523382,15.3613377,0.088420213,0.047287709,236.9169975,15.91491708,0.069615702,0.03143022
479,6159.972222,14.85505047,0.079910871,0.042279324,450.4632274,15.06021915,0.129506966,0.149990309,8540.79044,15.36321398,0.084097317,0.049943129,276.2742306,15.9218347,0.069482001,0.036316822
480,6802.47257,14.85546138,0.084620242,0.040026844,513.6092052,15.05490153,0.076044536,0.072719005,7178.777397,15.36367063,0.082119159,0.049373082,428.9192012,15.91086135,0.07685595,0.023371815
481,6826.30515,14.85630909,0.083590421,0.046850427,613.8084174,15.05873492,0.026125676,0.105902213,5851.332569,15.36390776,0.082587444,0.051363253,427.3341926,15.92242738,0.086262687,0.023371828
482,6643.435887,14.85622155,0.083766466,0.044632591,449.0898842,15.05911688,0.042583513,0.089840816,6509.430175,15.36306992,0.082813762,0.050454515,231.9263014,15.9268022,0.072162494,0.023371816
483,4825.926717,14.85301674,0.082021811,0.042854702,267.1060181,15.155,0.15,0.15,8733.948716,15.36217198,0.086207899,0.0522992,67.93714437,15.93152674,0.056805369,0.023371815
484,4207.637652,14.85174635,0.092067527,0.034821213,291.0571212,15.155,0.15,0.149999985,11985.84716,15.36603325,0.084254068,0.052531752,0.000100551,15.96721782,0.055025229,0.149995562
485,5154.462379,14.85265885,0.088156368,0.046630054,154.2348406,15.155,0.15,0.146529132,10971.36974,15.36483927,0.081630582,0.055599468,0.002092735,16.005,0.023373175,0.023373011
486,7163.699594,14.85051135,0.086817841,0.050531505,274.178331,15.155,0.15,0.15,8200.279501,15.36605705,0.09053705,0.04872737,11.23985301,15.92670999,0.023372251,0.023371819
487,7388.620245,14.85131892,0.091139264,0.044015463,293.8259155,15.08840734,0.15,0.15,7509.11818,15.36383377,0.085425013,0.049360663,13.37584554,15.9256462,0.024960149,0.023371936
488,7339.813195,14.85074621,0.086377171,0.048067368,301.0210084,15.04780778,0.15,0.15,5628.632464,15.36419716,0.084679579,0.054345043,76.41847221,15.92550972,0.090849371,0.023371827
489,8046.040006,14.85518077,0.086462481,0.050750673,234.9764331,15.06207582,0.102723949,0.035359635,5112.133118,15.36368019,0.08492925,0.053099645,157.2189596,15.91844044,0.070291791,0.023371815
490,7551.034714,14.85489055,0.083380428,0.051657399,788.7378522,15.06759545,0.070104389,0.081098526,4196.73344,15.36357476,0.084555359,0.051768797,555.4689719,15.92180566,0.096780937,0.023646115
491,6034.285064,14.85536334,0.086325484,0.045674483,2208.983479,15.06718718,0.072542122,0.058586998,4600.807327,15.36420046,0.083906463,0.04692226,782.6924864,15.91966094,0.089152956,0.023371822
492,5676.826609,14.85458211,0.085622773,0.043490428,2279.750177,15.07085597,0.079863228,0.053707478,4744.624377,15.36421304,0.081251456,0.052041364,905.527607,15.92106669,0.084872568,0.039081991
493,5589.668643,14.85853823,0.085409624,0.045656991,1701.308436,15.06816718,0.071623228,0.056531191,5751.530596,15.36295071,0.082257373,0.048837366,771.3001915,15.92028066,0.088428508,0.023371817
494,5715.378013,14.85996741,0.085262805,0.045036635,1627.427964,15.0728506,0.083865366,0.047062656,6224.421119,15.36380689,0.081610224,0.054690136,833.6998485,15.92190599,0.096707306,0.023371836
495,4851.194023,14.85992653,0.092251985,0.040403513,2363.378765,15.07563335,0.065774995,0.061048082,7062.583723,15.36481405,0.089581957,0.050440282,592.8307008,15.92445492,0.087179224,0.023371824
496,5244.000297,14.85908824,0.085357674,0.051488767,1752.158872,15.07468999,0.056116081,0.085231274,5893.482316,15.36455274,0.091117163,0.04956704,562.3887555,15.9228252,0.093268867,0.023371835
497,5571.974935,14.86014453,0.088005227,0.051305138,1367.716673,15.07927338,0.066375435,0.08380721,6460.411625,15.36809815,0.08981881,0.054435715,500.8651133,15.9208662,0.088643473,0.023371818
498,6769.203913,14.86018922,0.0858044,0.047239659,1351.301616,15.07156299,0.063739294,0.075209924,6165.848522,15.36671404,0.088956893,0.047244695,598.2292345,15.9224097,0.087684501,0.023371816
499,6739.55287,14.85652866,0.089174217,0.043978395,877.1341583,15.05979259,0.079764512,0.064978535,5355.245739,15.36527475,0.083981304,0.051019622,499.8609387,15.91787227,0.08923874,0.023371815
500,6010.098528,14.85488317,0.094496343,0.038923851,1276.287385,15.06674626,0.09392444,0.049306944,5332.885863,15.36355103,0.085864765,0.048182808,577.6705039,15.91680044,0.09029494,0.023371836
501,5983.056732,14.85471678,0.089918663,0.041500318,2047.794509,15.06368208,0.068550019,0.061805973,4375.838224,15.3631442,0.083570391,0.050801603,733.53552,15.91737876,0.095606652,0.023371816
502,5456.287483,14.85326173,0.084545691,0.043279237,1956.255026,15.06510245,0.073110638,0.050565905,4780.71243,15.36228073,0.084524978,0.048482041,836.7122745,15.91751221,0.091010904,0.023371815
503,2818.364995,14.85420588,0.087837635,0.034990304,849.6886226,15.064415,0.044840353,0.082210273,9022.17008,15.36359245,0.0808132,0.05469962,283.1975186,15.92275014,0.084447359,0.023371817
504,1675.46074,14.85296882,0.09125419,0.032735343,411.1042764,15.09811745,0.15,0.15,10518.76209,15.36249055,0.085123953,0.055677979,62.59288415,15.9138803,0.067045153,0.023371821
505,2364.157564,14.85122804,0.09586918,0.036302583,250.9740804,15.1495461,0.15,0.15,11449.05445,15.36318398,0.085234122,0.057842252,0.0001,15.85500153,0.149993703,0.15
506,5174.038692,14.84632366,0.089479951,0.047553257,360.0366393,15.08134231,0.15,0.15,10619.69802,15.36411836,0.084706092,0.056772237,0.0001,16.00493095,0.023419557,0.15
507,5713.0515,14.84850509,0.094586784,0.045373939,299.9493048,15.03768221,0.15,0.15,8521.047178,15.36216887,0.083816362,0.058733831,0.0001,15.96746078,0.023371984,0.055066421
508,7182.511673,14.84794802,0.087018252,0.049490447,258.5037945,15.08958904,0.15,0.128291351,6810.953144,15.36433792,0.084938108,0.053978987,9.95685227,15.93251506,0.023371815,0.023371815
509,6919.86228,14.84999706,0.090092991,0.046025129,321.039024,15.03082769,0.112153279,0.149999287,5239.779367,15.36290878,0.085251339,0.053300911,45.71768323,15.9547334,0.04994906,0.04861342
510,7476.075332,14.8520254,0.087816454,0.049420716,308.7988404,15.06230261,0.110356985,0.047008995,4775.536639,15.36119632,0.086985302,0.047954313,131.4993666,15.91237201,0.085606357,0.023371815
511,7609.328965,14.8521294,0.085839482,0.048875391,600.2298974,15.0673089,0.063686964,0.079313486,4461.544434,15.36344329,0.081401891,0.054657481,310.9071356,15.91803959,0.088912797,0.023371818
512,6028.085756,14.85333939,0.083970811,0.047914763,858.6673814,15.07086293,0.066523883,0.071924777,4644.287581,15.36050714,0.081775881,0.051567574,369.4952532,15.92216454,0.078193587,0.023371818
513,4738.283971,14.85263056,0.081727441,0.043161231,461.4485465,15.06804493,0.087256413,0.072822839,8507.608109,15.36117145,0.081880766,0.053031747,192.2260142,15.92792034,0.080399284,0.023371821
514,2139.050244,14.85364867,0.088069927,0.034424644,427.806416,15.09070112,0.15,0.149999996,11673.04605,15.36062193,0.082151138,0.058590487,36.2379247,15.93928775,0.096044656,0.02337189
515,2405.970041,14.85248041,0.077786114,0.049636843,322.6647834,15.13671142,0.149868997,0.149996837,12146.72919,15.36268026,0.084736698,0.058017744,5.187452288,15.99852194,0.032619007,0.030647716
516,3392.575161,14.85043445,0.094888646,0.042101808,347.6711679,15.11386303,0.14997031,0.149937444,11311.16835,15.36198913,0.083359932,0.059444385,10.59592791,15.91512667,0.023670474,0.027963374
517,5496.457166,14.84823545,0.09157797,0.045967494,291.0062283,15.04429616,0.055909901,0.149996232,9037.871012,15.36331237,0.082461126,0.063205422,20.45196161,15.89634738,0.033149557,0.02364265
518,6772.649503,14.84755975,0.085423177,0.052025836,264.2783486,15.04335262,0.043562393,0.14999839,7091.069537,15.36340655,0.081614287,0.061181864,30.58893559,15.91312027,0.060312887,0.023372044
519,6793.055787,14.84986562,0.08805807,0.049167134,312.8102058,15.04652255,0.02337268,0.124239196,5228.968443,15.36273746,0.078399108,0.066321761,127.6384909,15.91255263,0.120146806,0.023371815
520,7903.955139,14.85229174,0.08408071,0.05696682,438.4988883,15.0549621,0.071314618,0.08997859,4066.332736,15.3612372,0.075929706,0.068953308,283.763569,15.91884309,0.112585559,0.025662589
521,212.1059707,14.86392724,0.096238883,0.032363853,25.57421594,15.005,0.060545521,0.0233987,734.8384512,15.36448336,0.094674915,0.045771518,2.807588995,15.94683763,0.081537359,0.023371815
522,1760.976767,14.85617072,0.063382344,0.084246036,122.1206625,15.10975029,0.128790767,0.15,4831.86714,15.363994,0.080440744,0.072987981,117.0243167,15.86067032,0.15,0.13061953
523,3220.531299,14.85902722,0.087390634,0.046874369,75.19773006,15.0485285,0.109892732,0.023773625,9874.292404,15.36004133,0.082809269,0.060336669,0.0001,15.96710664,0.055360511,0.05560612
524,4971.586704,14.85825586,0.085191785,0.045987883,153.1273907,15.155,0.15,0.15,9099.009232,15.36078458,0.087841569,0.051987064,0.000100001,16.0049714,0.047732255,0.047746491
525,5914.782153,14.85421395,0.085283485,0.046185346,308.9896378,15.15499983,0.15,0.15,7893.920681,15.36450382,0.090662,0.050626082,7.721558759,15.98199599,0.097855697,0.023390987
526,6654.538535,14.85385992,0.086910654,0.04549857,260.1429368,15.06163867,0.15,0.15,6850.833694,15.36486848,0.086233346,0.053724305,59.51433251,15.91972595,0.052386407,0.023371819
527,6386.452792,14.85225085,0.088788555,0.04317306,415.9619239,15.09690028,0.15,0.15,6667.121616,15.36575036,0.088576148,0.045885225,129.3168933,15.92523522,0.063364347,0.023371823
528,3843.542643,14.85498744,0.083707753,0.042279916,138.1151661,15.08374062,0.149999998,0.034761317,11306.75607,15.3583898,0.083303542,0.052540003,35.81587108,15.92478002,0.079877355,0.023371862
529,2588.774147,14.85345084,0.089003795,0.03509908,193.9008864,15.10018943,0.15,0.15,12115.5652,15.36151519,0.083056303,0.055084946,15.66387311,15.93271584,0.023371815,0.023371815
530,2670.21589,14.85226142,0.084389103,0.042815598,205.2508558,15.155,0.15,0.15,11883.13393,15.36313185,0.087498458,0.053408155,41.02324398,15.91710911,0.058008189,0.023371837
531,4036.146544,14.85314735,0.089424802,0.037817382,345.8697435,15.155,0.15,0.15,11305.09943,15.36535622,0.088615258,0.050491551,28.42312701,15.92342395,0.025549538,0.023371815
532,5280.084079,14.85452662,0.080227274,0.047404893,393.0000045,15.09141279,0.15,0.140389631,11097.54698,15.36392865,0.086155353,0.048649902,81.45796486,15.92480739,0.04351035,0.037561846
533,6334.343286,14.85359814,0.087668397,0.043729273,270.5224444,15.07463323,0.045546171,0.101488514,8326.228324,15.36406261,0.082548446,0.054412106,164.3439655,15.92977262,0.070736551,0.023371815
534,6953.192707,14.85493388,0.088111377,0.042225358,277.0217179,15.06035407,0.111171926,0.023371855,7984.737491,15.3619778,0.083074569,0.052254809,94.68755809,15.92479847,0.073636155,0.023371815
535,6044.965286,14.85430874,0.083651713,0.044418636,207.5810818,15.1044223,0.15,0.149635323,6988.79125,15.36232915,0.084429817,0.05425058,72.54828934,15.92938591,0.06114863,0.023371835
536,5562.837073,14.85205183,0.087385609,0.037155583,363.6323006,15.07068438,0.149999858,0.142784649,8176.414462,15.36260584,0.087915738,0.050550149,42.82957957,15.9723335,0.135829237,0.023376725
537,5148.470223,14.85052085,0.087095128,0.043412855,276.4292184,15.15499978,0.15,0.15,10028.19049,15.36718994,0.085045774,0.052433395,0.000671617,15.94891172,0.133356347,0.139921076
538,6708.140352,14.84945723,0.088131749,0.043216416,183.7598746,15.005,0.023371857,0.110018592,7752.519789,15.36443305,0.085276066,0.052151019,0.0001,16.00499921,0.149971671,0.15
539,7141.323789,14.85003819,0.091790624,0.041520553,311.3710419,15.03218851,0.149986111,0.149855843,7130.822307,15.36462166,0.085280287,0.053910707,29.75931398,15.91115029,0.123463742,0.13960105
540,7351.504944,14.85160097,0.08705052,0.044954032,247.8974935,15.05584664,0.149999823,0.063349405,5959.877128,15.36447743,0.08884889,0.047242678,40.89689333,15.91753081,0.049656857,0.023371815
541,7923.558589,14.8548157,0.083050851,0.053891657,412.0728222,15.06956805,0.023372058,0.134714038,5363.886096,15.36592614,0.08255351,0.051315385,214.8947552,15.91646128,0.07782875,0.023371815
542,6760.56335,14.85460365,0.086833486,0.047205441,1018.076388,15.06428992,0.065778752,0.078826365,4273.058182,15.36385447,0.083960141,0.050948834,567.2636104,15.91781831,0.090926342,0.023371815
543,5515.230358,14.85673735,0.091438503,0.040130421,1826.323798,15.07210796,0.07618997,0.058523862,5231.595466,15.36348185,0.086793881,0.04567818,755.181782,15.92065505,0.086179148,0.023371821
544,4798.511417,14.85579574,0.087687107,0.040391961,1679.889014,15.07096378,0.066651383,0.056830703,8274.640094,15.36026305,0.081119801,0.051008911,765.174584,15.92211759,0.084295315,0.023371824
545,3038.79362,14.85710786,0.09641253,0.025968913,888.4733547,15.07101622,0.023371821,0.107227668,10136.9202,15.3624003,0.086225126,0.051879721,272.2826486,15.92316429,0.0788112,0.023371815
546,3650.205643,14.85709573,0.091611045,0.037425872,761.8981659,15.07426219,0.02337185,0.113681269,10266.00065,15.36606066,0.087390484,0.054790455,169.2611324,15.93063575,0.062996362,0.023371815
