/Users/robertfree/Desktop/G2_OE3_calibration/Si_17keV_dbl60s_005.tif: Azimuth/2-theta
2-Theta Angle (Degrees)







       1482
 9.7387116E-03  0.0000000E+00
 2.9216135E-02  0.0000000E+00
 4.8693560E-02  0.0000000E+00
 6.8170987E-02  0.0000000E+00
 8.7648407E-02  0.0000000E+00
 1.0712583E-01  1.4000061E+01
 1.2660326E-01  1.4000089E+01
 1.4608067E-01  0.0000000E+00
 1.6555810E-01  0.0000000E+00
 1.8503553E-01  0.0000000E+00
 2.0451295E-01  0.0000000E+00
 2.2399037E-01  5.0001044E+00
 2.4346782E-01  5.0001249E+00
 2.6294523E-01  0.0000000E+00
 2.8242263E-01  0.0000000E+00
 3.0190009E-01  0.0000000E+00
 3.2137749E-01  0.0000000E+00
 3.4085491E-01  1.1000551E+01
 3.6033234E-01  1.1000617E+01
 3.7980977E-01  0.0000000E+00
 3.9928719E-01  0.0000000E+00
 4.1876462E-01  0.0000000E+00
 4.3824205E-01  0.0000000E+00
 4.5771950E-01  1.1001010E+01
 4.7719687E-01  1.1001098E+01
 4.9667430E-01  0.0000000E+00
 5.1615179E-01  0.0000000E+00
 5.3562915E-01  0.0000000E+00
 5.5510658E-01  0.0000000E+00
 5.7458407E-01  1.4002040E+01
 5.9406143E-01  1.3992008E+01
 6.1353886E-01  1.3285547E+01
 6.3301629E-01  1.3002308E+01
 6.5249372E-01  0.0000000E+00
 6.7197114E-01  0.0000000E+00
 6.9144857E-01  1.1002337E+01
 7.1092594E-01  1.1002472E+01
 7.3040336E-01  9.8624249E+00
 7.4988079E-01  9.0022545E+00
 7.6935822E-01  0.0000000E+00
 7.8883564E-01  0.0000000E+00
 8.0831307E-01  1.2003499E+01
 8.2779050E-01  1.2003670E+01
 8.4726793E-01  1.3200754E+01
 8.6674535E-01  1.4004701E+01
 8.8622278E-01  1.4004916E+01
 9.0570021E-01  0.0000000E+00
 9.2517763E-01  0.0000000E+00
 9.4465512E-01  1.0003994E+01
 9.6413249E-01  8.2191467E+00
 9.8360991E-01  6.0026002E+00
 1.0030874E+00  6.0027051E+00
 1.0225648E+00  0.0000000E+00
 1.0420421E+00  0.0000000E+00
 1.0615196E+00  1.1005563E+01
 1.0809970E+00  1.1566462E+01
 1.1004745E+00  1.3007069E+01
 1.1199520E+00  1.2310295E+01
 1.1394293E+00  1.2007000E+01
 1.1589067E+00  0.0000000E+00
 1.1783842E+00  1.3008117E+01
 1.1978616E+00  1.3232670E+01
 1.2173390E+00  1.4817884E+01
 1.2368165E+00  1.3911069E+01
 1.2562938E+00  1.3009234E+01
 1.2757714E+00  1.3009526E+01
 1.2952487E+00  1.0007557E+01
 1.3147262E+00  1.0007786E+01
 1.3342036E+00  9.2191086E+00
 1.3536810E+00  1.0197055E+01
 1.3731583E+00  1.2010199E+01
 1.3926358E+00  1.2010492E+01
 1.4121133E+00  1.0008991E+01
 1.4315907E+00  1.0009243E+01
 1.4510682E+00  1.0009498E+01
 1.4705455E+00  1.0488594E+01
 1.4900229E+00  1.2012022E+01
 1.5095004E+00  1.2012340E+01
 1.5289779E+00  0.0000000E+00
 1.5484552E+00  1.3014074E+01
 1.5679327E+00  1.3014432E+01
 1.5874101E+00  1.2924252E+01
 1.6068873E+00  1.2130273E+01
 1.6263649E+00  1.1501549E+01
 1.6458424E+00  1.1013466E+01
 1.6653198E+00  1.2827164E+01
 1.6847973E+00  1.2304233E+01
 1.7042747E+00  1.1014445E+01
 1.7237519E+00  1.1768216E+01
 1.7432295E+00  1.2016489E+01
 1.7627069E+00  1.2016865E+01
 1.7821844E+00  1.0702021E+01
 1.8016617E+00  9.8183851E+00
 1.8211392E+00  9.0503187E+00
 1.8406165E+00  1.1449733E+01
 1.8600941E+00  1.2356152E+01
 1.8795714E+00  9.0600529E+00
 1.8990489E+00  9.8637905E+00
 1.9185263E+00  1.2980888E+01
 1.9380038E+00  9.6150885E+00
 1.9574810E+00  9.9389009E+00
 1.9769586E+00  1.1019474E+01
 1.9964360E+00  1.0767124E+01
 2.0159135E+00  1.0800038E+01
 2.0353909E+00  1.2022522E+01
 2.0548682E+00  1.3476582E+01
 2.0743456E+00  1.2775150E+01
 2.0938232E+00  1.0019871E+01
 2.1133006E+00  1.0020245E+01
 2.1327779E+00  1.0270022E+01
 2.1522553E+00  1.0571531E+01
 2.1717329E+00  9.7127209E+00
 2.1912100E+00  9.1895609E+00
 2.2106876E+00  9.9867125E+00
 2.2301650E+00  1.1711781E+01
 2.2496426E+00  1.2415700E+01
 2.2691200E+00  1.2093608E+01
 2.2885973E+00  1.1264435E+01
 2.3080747E+00  1.0068905E+01
 2.3275523E+00  1.1682765E+01
 2.3470297E+00  1.2956953E+01
 2.3665071E+00  1.3371210E+01
 2.3859844E+00  1.0772079E+01
 2.4054618E+00  1.0191813E+01
 2.4249392E+00  8.0213566E+00
 2.4444168E+00  1.2850984E+01
 2.4638941E+00  1.3095043E+01
 2.4833715E+00  9.7521944E+00
 2.5028491E+00  1.2309657E+01
 2.5223265E+00  1.4079164E+01
 2.5418038E+00  1.4197365E+01
 2.5612812E+00  1.4041721E+01
 2.5807586E+00  1.3499686E+01
 2.6002362E+00  1.2388663E+01
 2.6197138E+00  1.2997209E+01
 2.6391909E+00  1.3372270E+01
 2.6586683E+00  1.4127984E+01
 2.6781459E+00  1.4262557E+01
 2.6976230E+00  1.3953054E+01
 2.7171006E+00  1.2531924E+01
 2.7365782E+00  1.2725819E+01
 2.7560556E+00  1.3115465E+01
 2.7755327E+00  1.3843188E+01
 2.7950103E+00  1.4797305E+01
 2.8144877E+00  1.8064842E+01
 2.8339653E+00  1.7207893E+01
 2.8534429E+00  1.5656328E+01
 2.8729200E+00  1.4508160E+01
 2.8923974E+00  1.4211672E+01
 2.9118750E+00  1.3992901E+01
 2.9313521E+00  1.4923972E+01
 2.9508297E+00  1.4377571E+01
 2.9703074E+00  1.4805473E+01
 2.9897847E+00  1.3860304E+01
 3.0092618E+00  1.2723677E+01
 3.0287395E+00  1.2463172E+01
 3.0482168E+00  1.1856190E+01
 3.0676944E+00  1.2714321E+01
 3.0871718E+00  1.3895202E+01
 3.1066492E+00  1.4626134E+01
 3.1261265E+00  1.5388623E+01
 3.1456039E+00  1.6780369E+01
 3.1650813E+00  1.6684034E+01
 3.1845589E+00  1.5096518E+01
 3.2040365E+00  1.3232146E+01
 3.2235136E+00  1.4000282E+01
 3.2429910E+00  1.4553197E+01
 3.2624686E+00  1.4667274E+01
 3.2819457E+00  1.5939763E+01
 3.3014233E+00  1.5503819E+01
 3.3209009E+00  1.3715509E+01
 3.3403783E+00  1.4033842E+01
 3.3598554E+00  1.3711865E+01
 3.3793330E+00  1.3736619E+01
 3.3988104E+00  1.6485819E+01
 3.4182880E+00  1.8574242E+01
 3.4377656E+00  1.6142790E+01
 3.4572427E+00  1.5282744E+01
 3.4767201E+00  1.5149535E+01
 3.4961977E+00  1.6253136E+01
 3.5156748E+00  1.4957129E+01
 3.5351524E+00  1.4071166E+01
 3.5546300E+00  1.3437552E+01
 3.5741074E+00  1.3384869E+01
 3.5935845E+00  1.0321425E+01
 3.6130621E+00  1.1265634E+01
 3.6325397E+00  1.3241508E+01
 3.6520171E+00  1.5947822E+01
 3.6714945E+00  1.4343879E+01
 3.6909721E+00  1.3656385E+01
 3.7104492E+00  1.4963346E+01
 3.7299268E+00  1.5028024E+01
 3.7494042E+00  1.5437879E+01
 3.7688816E+00  1.4834289E+01
 3.7883592E+00  1.5761852E+01
 3.8078368E+00  1.5378574E+01
 3.8273137E+00  1.6685360E+01
 3.8467913E+00  1.7719971E+01
 3.8662689E+00  1.7470373E+01
 3.8857460E+00  1.5667556E+01
 3.9052236E+00  1.5515037E+01
 3.9247012E+00  1.4851184E+01
 3.9441783E+00  1.3016029E+01
 3.9636557E+00  1.4236918E+01
 3.9831333E+00  1.6747667E+01
 4.0026107E+00  1.2629259E+01
 4.0220881E+00  1.2473797E+01
 4.0415659E+00  1.4219494E+01
 4.0610428E+00  1.5633465E+01
 4.0805202E+00  1.6685244E+01
 4.0999980E+00  1.3485341E+01
 4.1194754E+00  1.5024506E+01
 4.1389527E+00  1.7173138E+01
 4.1584306E+00  1.7474319E+01
 4.1779075E+00  1.6079227E+01
 4.1973848E+00  1.4329521E+01
 4.2168627E+00  1.4015271E+01
 4.2363396E+00  1.4588782E+01
 4.2558174E+00  1.4788061E+01
 4.2752948E+00  1.3644109E+01
 4.2947717E+00  1.3271609E+01
 4.3142495E+00  1.3654828E+01
 4.3337269E+00  1.6392183E+01
 4.3532043E+00  1.6894043E+01
 4.3726816E+00  1.6457140E+01
 4.3921595E+00  1.5452003E+01
 4.4116364E+00  1.5139439E+01
 4.4311142E+00  1.4243549E+01
 4.4505916E+00  1.3521866E+01
 4.4700689E+00  1.2614632E+01
 4.4895463E+00  1.2954929E+01
 4.5090241E+00  1.4462499E+01
 4.5285010E+00  1.4707757E+01
 4.5479784E+00  1.4176311E+01
 4.5674562E+00  1.5335174E+01
 4.5869331E+00  1.6080421E+01
 4.6064110E+00  1.4364069E+01
 4.6258883E+00  1.4149423E+01
 4.6453657E+00  1.3831263E+01
 4.6648431E+00  1.4755332E+01
 4.6843204E+00  1.3918662E+01
 4.7037978E+00  1.4011222E+01
 4.7232757E+00  1.2281788E+01
 4.7427530E+00  1.1712751E+01
 4.7622299E+00  1.2198063E+01
 4.7817078E+00  1.4364298E+01
 4.8011851E+00  1.4689260E+01
 4.8206625E+00  1.3980062E+01
 4.8401399E+00  1.3169340E+01
 4.8596177E+00  1.3264252E+01
 4.8790946E+00  1.2614326E+01
 4.8985720E+00  1.2897073E+01
 4.9180498E+00  1.2834479E+01
 4.9375272E+00  1.3151288E+01
 4.9570045E+00  1.4191049E+01
 4.9764819E+00  1.4842396E+01
 4.9959593E+00  1.4820603E+01
 5.0154366E+00  1.4642195E+01
 5.0349145E+00  1.4558381E+01
 5.0543914E+00  1.5637579E+01
 5.0738692E+00  1.6457813E+01
 5.0933466E+00  1.6301662E+01
 5.1128235E+00  1.3566204E+01
 5.1323013E+00  1.5283000E+01
 5.1517787E+00  1.7126951E+01
 5.1712561E+00  1.4013944E+01
 5.1907334E+00  1.1197503E+01
 5.2102113E+00  1.0974069E+01
 5.2296886E+00  1.2953637E+01
 5.2491655E+00  1.2389508E+01
 5.2686439E+00  1.2522639E+01
 5.2881203E+00  1.3963058E+01
 5.3075981E+00  1.5667686E+01
 5.3270755E+00  1.4685138E+01
 5.3465528E+00  1.5657557E+01
 5.3660307E+00  1.6547430E+01
 5.3855081E+00  1.5968925E+01
 5.4049850E+00  1.4753152E+01
 5.4244623E+00  1.4490599E+01
 5.4439402E+00  1.4524822E+01
 5.4634175E+00  1.3457058E+01
 5.4828949E+00  1.3388164E+01
 5.5023727E+00  1.3638422E+01
 5.5218496E+00  1.4159266E+01
 5.5413275E+00  1.4197941E+01
 5.5608044E+00  1.4301175E+01
 5.5802817E+00  1.4652148E+01
 5.5997596E+00  1.4294253E+01
 5.6192369E+00  1.2462057E+01
 5.6387143E+00  1.3172729E+01
 5.6581917E+00  1.3673561E+01
 5.6776695E+00  1.3646212E+01
 5.6971469E+00  1.3307305E+01
 5.7166238E+00  1.3539960E+01
 5.7361016E+00  1.2613965E+01
 5.7555785E+00  1.2181225E+01
 5.7750564E+00  1.2975212E+01
 5.7945337E+00  1.3755148E+01
 5.8140111E+00  1.2681959E+01
 5.8334889E+00  1.1766637E+01
 5.8529658E+00  1.2222403E+01
 5.8724432E+00  1.2281896E+01
 5.8919206E+00  1.2194077E+01
 5.9113984E+00  1.3833961E+01
 5.9308758E+00  1.3570038E+01
 5.9503531E+00  1.3924211E+01
 5.9698310E+00  1.4477581E+01
 5.9893074E+00  1.3817186E+01
 6.0087852E+00  1.2189247E+01
 6.0282626E+00  1.1928044E+01
 6.0477400E+00  1.1994153E+01
 6.0672178E+00  1.2480627E+01
 6.0866952E+00  1.2707093E+01
 6.1061726E+00  1.2961207E+01
 6.1256495E+00  1.2553677E+01
 6.1451278E+00  1.2485262E+01
