,121,121,121,121,112,112,112,112,030,030,030,030,022,022,022,022
pattern_ID,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl,Io,mu,fg,fl
1,76.04521533,14.785,0.15,0.15,13.01078272,15.04131819,0.067829221,0.020982123,10.10945668,15.445,0.15,0.15,114.7892533,15.85500004,0.15,0.15
2,138.3955203,14.84786724,0.15,0.15,28.87213188,15.15045652,0.025110201,0.132222065,23.92903066,15.445,0.15,0.15,63.32325411,15.855,0.15,0.15
3,77.08254106,14.83869586,0.02097873,0.137605148,57.38931635,15.10467033,0.15,0.15,28.1793099,15.295,0.139378195,0.02097873,20.12430039,15.87055039,0.044447823,0.02097873
4,180.0755092,14.85020705,0.15,0.15,9.651369165,15.09945056,0.041377493,0.020978734,66.59553936,15.39309504,0.15,0.15,105.3672835,15.8594583,0.15,0.15
5,184.6441527,14.87728632,0.05827546,0.15,66.59231733,15.12944945,0.125773196,0.023089258,108.7393547,15.35175899,0.02097873,0.15,117.1051963,15.855,0.112894792,0.15
6,586.6916276,14.8570568,0.097879824,0.15,120.7669077,15.09339849,0.074081132,0.15,383.5531519,15.36700255,0.147068576,0.15,121.4774758,15.87887941,0.020978733,0.125909379
7,1174.183534,14.87508066,0.02097873,0.15,172.6144954,15.08847069,0.020978778,0.135810182,541.4013754,15.38661767,0.036482401,0.142716327,94.0757029,15.91642997,0.135576178,0.020978769
8,2185.747401,14.87255163,0.076615148,0.096429336,199.8097397,15.09736771,0.130436224,0.023342726,1037.098723,15.38207744,0.071516513,0.120298882,179.137617,15.93056687,0.140379036,0.02097873
9,3327.471541,14.868886,0.080917495,0.079713389,407.4001401,15.11838073,0.148999064,0.15,1753.455354,15.38116871,0.110765275,0.055563654,144.4920946,15.93955569,0.103995995,0.020978732
10,4511.331508,14.86697611,0.080419729,0.076144634,402.4924552,15.09853415,0.133166837,0.15,2741.634999,15.38182934,0.100352972,0.068348071,80.9207735,15.94648577,0.075719955,0.020978736
11,4919.142255,14.8719829,0.086981428,0.0772569,343.2303911,15.10956523,0.148159136,0.020978738,3806.362462,15.37892905,0.098929268,0.067682614,0.0001,15.85508958,0.021103848,0.15
12,5677.807303,14.87156299,0.088054656,0.075270714,250.1246038,15.13896591,0.15,0.104155352,4462.369169,15.3805485,0.103650005,0.062645362,1.538581064,15.94657461,0.02097873,0.020978732
13,5715.516582,14.87347645,0.087154828,0.079402147,222.6714481,15.155,0.15,0.083975724,4903.022707,15.3811427,0.103406199,0.062510284,0.0001,16.005,0.02097873,0.15
14,6038.293226,14.87184266,0.083850695,0.075541238,259.8227517,15.14339344,0.15,0.137135895,4314.908896,15.38007638,0.106875184,0.056411107,1.918843833,15.95063087,0.020978739,0.024337734
15,6058.205715,14.87022957,0.086524884,0.075682546,326.0769929,15.10239171,0.142166363,0.040289901,3383.559869,15.38195474,0.098051633,0.061178879,55.43055597,15.94146609,0.061941736,0.02097873
16,6005.853821,14.8708063,0.080946647,0.080093197,222.5632393,15.10635108,0.149999805,0.101554501,3025.434426,15.38097306,0.102951996,0.053290823,82.75967326,15.93446314,0.077651796,0.02097873
17,5446.837809,14.87036804,0.080143905,0.079060694,343.0461203,15.09701195,0.117498018,0.045209817,2650.006496,15.3799324,0.105542388,0.0571034,151.2416304,15.93895371,0.071993991,0.02097873
18,5377.083045,14.8683758,0.081836412,0.072743653,779.1677243,15.08383019,0.03560417,0.100271719,2580.799592,15.38057484,0.099885791,0.053827555,242.1162611,15.93880075,0.082561436,0.020978732
19,4307.924403,14.8690813,0.080660094,0.079669044,1089.109967,15.09252105,0.077414644,0.070763841,2612.946484,15.38222059,0.084393963,0.067680978,311.4544713,15.94334016,0.097432958,0.020978734
20,4540.358882,14.87132201,0.084831065,0.077351726,669.5524049,15.09310488,0.095054607,0.05243915,2974.238863,15.38352675,0.091989899,0.073782956,153.9969284,15.94091396,0.085041132,0.020978731
